timestamp,jam,voltage,current,power,energy,suhu_ruangan,jumlah_orang,suhu_ac,status
2026-05-01 00:07:20,0,219.6,2.61,572.32,0.0016,27.7,1,24,NORMAL
2026-05-01 00:07:30,0,217.4,3.8,825.74,0.0023,31.7,3,22,NORMAL
2026-05-01 00:07:40,0,216.3,3.68,795.33,0.0022,31.5,3,22,NORMAL
2026-05-01 00:07:50,0,224.5,1.89,425.36,0.0012,25.8,3,26,NORMAL
2026-05-01 00:08:00,0,215.2,0.04,9.21,0.0,30.9,0,OFF,NORMAL
2026-05-01 00:08:10,0,216.9,2.57,558.18,0.0016,28.6,3,24,NORMAL
2026-05-01 00:08:20,0,217.3,2.99,650.43,0.0018,29.0,3,24,NORMAL
2026-05-01 00:08:30,0,219.2,0.05,11.65,0.0,26.6,0,OFF,NORMAL
2026-05-01 00:08:40,0,156.4567737141218,4.34,679.71,0.0019,27.8,2,24,ANOMALI
2026-05-01 00:08:50,0,224.0,2.36,527.79,0.0015,29.9,3,24,NORMAL
2026-05-01 00:09:00,0,216.8,0.02,5.19,0.0,31.4,0,OFF,NORMAL
2026-05-01 00:09:10,0,218.5,4.22,922.07,0.0026,31.3,3,22,NORMAL
2026-05-01 00:09:20,0,221.0,0.04,9.81,0.0,31.1,0,OFF,NORMAL
2026-05-01 00:09:30,0,222.3,2.19,485.96,0.0013,24.0,3,26,NORMAL
2026-05-01 00:09:40,0,215.9,0.04,8.58,0.0,25.1,0,OFF,NORMAL
2026-05-01 00:09:50,0,216.9,0.03,5.76,0.0,30.6,0,OFF,NORMAL
2026-05-01 00:10:00,0,219.3,1.53,334.89,0.0009,25.8,1,26,NORMAL
2026-05-01 00:10:10,0,215.1,1.73,371.84,0.001,26.2,3,26,NORMAL
2026-05-01 00:10:20,0,219.8,3.84,845.04,0.0023,30.4,1,22,NORMAL
2026-05-01 00:10:30,0,216.1,3.02,651.8,0.0018,28.2,2,24,NORMAL
2026-05-01 00:10:40,0,218.4,3.17,691.66,0.0019,28.0,2,24,NORMAL
2026-05-01 00:10:50,0,223.2,0.04,7.88,0.0,25.3,0,OFF,NORMAL
2026-05-01 00:11:00,0,220.5,1.43,316.13,0.0009,25.2,1,26,NORMAL
2026-05-01 00:11:10,0,224.0,3.13,702.02,0.002,31.1,1,22,NORMAL
2026-05-01 00:11:20,0,223.2,0.06,13.18,0.0,27.9,0,OFF,NORMAL
2026-05-01 00:11:30,0,221.3,2.29,507.51,0.0014,29.5,3,24,NORMAL
2026-05-01 00:11:40,0,216.8,0.08,17.23,0.0,29.0,0,OFF,NORMAL
2026-05-01 00:11:50,0,215.3,6.88,1480.27,0.0015,27.0,1,24,ANOMALI
2026-05-01 00:12:00,0,219.5,2.09,458.07,0.0013,26.5,3,26,NORMAL
2026-05-01 00:12:10,0,218.0,1.4,304.17,0.0008,25.4,3,26,NORMAL
2026-05-01 00:12:20,0,223.3,0.07,16.38,0.0,29.6,0,OFF,NORMAL
2026-05-01 00:12:30,0,223.7,2.74,612.48,0.0017,29.7,1,24,NORMAL
2026-05-01 00:12:40,0,215.7,4.32,931.85,0.0026,30.0,1,22,NORMAL
2026-05-01 00:12:50,0,221.3,2.47,545.86,0.0015,29.2,2,24,NORMAL
2026-05-01 00:13:00,0,219.3,2.48,543.37,0.0015,27.4,1,24,NORMAL
2026-05-01 00:13:10,0,220.3,4.19,922.1,0.0026,30.0,1,22,NORMAL
2026-05-01 00:13:20,0,223.9,2.44,545.36,0.0015,28.0,3,24,NORMAL
2026-05-01 00:13:30,0,224.1,3.17,710.77,0.002,31.1,3,22,NORMAL
2026-05-01 00:13:40,0,222.1,4.0,889.19,0.0025,31.8,3,22,NORMAL
2026-05-01 00:13:50,0,221.2,2.36,521.93,0.0014,28.8,1,24,NORMAL
2026-05-01 00:14:00,0,217.9,2.71,590.29,0.0016,27.1,1,24,NORMAL
2026-05-01 00:14:10,0,221.3,4.12,912.74,0.0025,30.8,3,22,NORMAL
2026-05-01 00:14:20,0,216.0,4.39,949.32,0.0026,31.0,2,22,NORMAL
2026-05-01 00:14:30,0,216.7,3.2,693.61,0.0019,27.8,3,24,NORMAL
2026-05-01 00:14:40,0,221.2,1.69,374.01,0.001,25.8,1,26,NORMAL
2026-05-01 00:14:50,0,215.0,0.09,19.19,0.0001,24.4,0,OFF,NORMAL
2026-05-01 00:15:00,0,223.7,2.2,492.12,0.0014,26.3,3,26,NORMAL
2026-05-01 00:15:10,0,223.9,0.05,10.77,0.0,24.8,0,OFF,NORMAL
2026-05-01 00:15:20,0,216.2,2.67,577.62,0.0016,29.2,3,24,NORMAL
2026-05-01 00:15:30,0,219.3,3.12,684.44,0.0019,28.4,2,24,NORMAL
2026-05-01 00:15:40,0,215.6,0.05,11.79,0.0,30.3,0,OFF,NORMAL
2026-05-01 00:15:50,0,215.8,2.72,586.19,0.0016,29.0,3,24,NORMAL
2026-05-01 00:16:00,0,217.5,3.06,664.71,0.0018,29.8,1,24,NORMAL
2026-05-01 00:16:10,0,220.9,1.44,318.94,0.0009,26.1,2,26,NORMAL
2026-05-01 00:16:20,0,217.7,1.83,399.31,0.0011,26.2,1,26,NORMAL
2026-05-01 00:16:30,0,217.7,2.42,526.56,0.0015,29.4,2,24,NORMAL
2026-05-01 00:16:40,0,222.0,0.04,7.78,0.0,24.4,0,OFF,NORMAL
2026-05-01 00:16:50,0,215.4,2.48,534.97,0.0015,28.8,1,24,NORMAL
2026-05-01 00:17:00,0,160.95947905717608,5.07,816.37,0.0023,30.2,2,22,ANOMALI
2026-05-01 00:17:10,0,215.2,4.13,888.9,0.0025,30.8,3,22,NORMAL
2026-05-01 00:17:20,0,217.0,0.07,15.6,0.0,30.4,0,OFF,NORMAL
2026-05-01 00:17:30,0,216.7,1.64,354.61,0.001,24.8,2,26,NORMAL
2026-05-01 00:17:40,0,219.7,0.08,17.88,0.0,32.0,0,OFF,NORMAL
2026-05-01 00:17:50,0,219.4,0.08,17.72,0.0,25.8,0,OFF,NORMAL
2026-05-01 00:18:00,0,221.5,0.06,12.63,0.0,27.0,0,OFF,NORMAL
2026-05-01 00:18:10,0,224.7,1.86,417.67,0.0012,25.4,1,26,NORMAL
2026-05-01 00:18:20,0,218.2,1.83,398.61,0.0011,25.7,1,26,NORMAL
2026-05-01 00:18:30,0,216.5,3.37,730.4,0.002,31.0,3,22,NORMAL
2026-05-01 00:18:40,0,222.8,2.28,509.02,0.0014,29.1,3,24,NORMAL
2026-05-01 00:18:50,0,215.0,2.88,618.28,0.0017,28.6,2,24,NORMAL
2026-05-01 00:19:00,0,219.4,1.38,303.19,0.0008,24.1,1,26,NORMAL
2026-05-01 00:19:10,0,156.7701345602377,0.11,17.87,0.0,26.7,0,OFF,ANOMALI
2026-05-01 00:19:20,0,222.6,2.7,601.14,0.0017,28.4,1,24,NORMAL
2026-05-01 00:19:30,0,219.0,2.89,632.78,0.0018,27.9,2,24,NORMAL
2026-05-01 00:19:40,0,220.4,1.8,397.56,0.0011,25.9,3,26,NORMAL
2026-05-01 00:19:50,0,224.2,4.18,936.99,0.0026,30.2,1,22,NORMAL
2026-05-01 00:20:00,0,216.9,1.7,368.95,0.001,26.9,1,26,NORMAL
2026-05-01 00:20:10,0,216.5,1.94,419.32,0.0012,26.5,3,26,NORMAL
2026-05-01 00:20:20,0,219.2,2.1,460.01,0.0013,25.3,3,26,NORMAL
2026-05-01 00:20:30,0,221.5,1.97,435.71,0.0012,26.6,2,26,NORMAL
2026-05-01 00:20:40,0,219.8,3.52,774.23,0.0022,30.4,2,22,NORMAL
2026-05-01 00:20:50,0,215.2,4.01,862.93,0.0024,30.5,1,22,NORMAL
2026-05-01 00:21:00,0,224.1,4.22,946.23,0.0026,31.5,3,22,NORMAL
2026-05-01 00:21:10,0,218.3,3.15,686.87,0.0019,29.5,3,24,NORMAL
2026-05-01 00:21:20,0,222.9,3.78,842.57,0.0023,30.6,2,22,NORMAL
2026-05-01 00:21:30,0,217.5,1.45,314.82,0.0009,25.3,1,26,NORMAL
2026-05-01 00:21:40,0,221.9,2.89,642.16,0.0018,29.6,1,24,NORMAL
2026-05-01 00:21:50,0,216.1,3.73,806.01,0.0022,30.2,1,22,NORMAL
2026-05-01 00:22:00,0,218.3,3.23,704.04,0.002,31.3,2,22,NORMAL
2026-05-01 00:22:10,0,224.4,3.05,684.47,0.0019,28.2,1,24,NORMAL
2026-05-01 00:22:20,0,224.8,1.55,349.33,0.001,25.9,3,26,NORMAL
2026-05-01 00:22:30,0,221.0,2.12,468.57,0.0013,24.4,3,26,NORMAL
2026-05-01 00:22:40,0,218.3,1.98,431.22,0.0012,26.0,1,26,NORMAL
2026-05-01 00:22:50,0,215.2,2.14,459.82,0.0013,24.2,2,26,NORMAL
2026-05-01 00:23:00,0,220.1,1.85,407.36,0.0011,25.4,3,26,NORMAL
2026-05-01 00:23:10,0,221.5,3.78,836.93,0.0023,30.0,2,22,NORMAL
2026-05-01 00:23:20,0,222.8,2.32,516.97,0.0014,27.7,2,24,NORMAL
2026-05-01 00:23:30,0,216.9,3.38,734.09,0.002,32.0,1,22,NORMAL
2026-05-01 00:23:40,0,216.4,1.5,324.74,0.0009,25.5,2,26,NORMAL
2026-05-01 00:23:50,0,220.2,1.62,356.22,0.001,24.7,2,26,NORMAL
2026-05-01 00:24:00,0,217.0,3.97,862.04,0.0024,31.1,2,22,NORMAL
2026-05-01 00:24:10,0,219.8,1.38,303.99,0.0008,24.4,3,26,NORMAL
2026-05-01 00:24:20,0,224.8,2.67,600.41,0.0017,28.6,1,24,NORMAL
2026-05-01 00:24:30,0,218.3,4.16,908.62,0.0025,30.3,3,22,NORMAL
2026-05-01 00:24:40,0,221.1,2.48,548.46,0.0015,27.4,2,24,NORMAL
2026-05-01 00:24:50,0,221.8,2.47,547.9,0.0015,27.3,1,24,NORMAL
2026-05-01 00:25:00,0,224.2,3.05,684.17,0.0019,28.9,3,24,NORMAL
2026-05-01 00:25:10,0,223.2,0.05,10.79,0.0,27.9,0,OFF,NORMAL
2026-05-01 00:25:20,0,216.0,2.87,619.96,0.0017,28.4,1,24,NORMAL
2026-05-01 00:25:30,0,215.4,0.05,10.63,0.0,28.0,0,OFF,NORMAL
2026-05-01 00:25:40,0,222.8,3.94,877.27,0.0024,30.0,1,22,NORMAL
2026-05-01 00:25:50,0,222.9,0.07,15.01,0.0,27.6,0,OFF,NORMAL
2026-05-01 00:26:00,0,219.2,2.52,553.31,0.0015,28.3,3,24,NORMAL
2026-05-01 00:26:10,0,215.2,0.05,11.18,0.0,24.5,0,OFF,NORMAL
2026-05-01 00:26:20,0,217.3,3.47,752.99,0.0021,31.3,1,22,NORMAL
2026-05-01 00:26:30,0,218.9,3.44,751.95,0.0021,31.1,2,22,NORMAL
2026-05-01 00:26:40,0,221.7,3.09,684.8,0.0019,28.1,2,24,NORMAL
2026-05-01 00:26:50,0,217.6,3.58,779.57,0.0022,31.2,2,22,NORMAL
2026-05-01 00:27:00,0,221.7,5.17,1147.16,0.0026,31.2,1,22,ANOMALI
2026-05-01 00:27:10,0,224.9,2.53,569.23,0.0016,27.6,2,24,NORMAL
2026-05-01 00:27:20,0,222.2,3.25,722.51,0.002,30.3,1,22,NORMAL
2026-05-01 00:27:30,0,224.1,3.09,691.83,0.0019,27.4,2,24,NORMAL
2026-05-01 00:27:40,0,218.0,0.07,16.31,0.0,25.5,0,OFF,NORMAL
2026-05-01 00:27:50,0,223.8,0.07,15.9,0.0,28.2,0,OFF,NORMAL
2026-05-01 00:28:00,0,222.5,1.53,339.68,0.0009,25.3,1,26,NORMAL
2026-05-01 00:28:10,0,220.5,2.24,494.7,0.0014,24.7,3,26,NORMAL
2026-05-01 00:28:20,0,224.1,0.05,10.88,0.0,24.7,0,OFF,NORMAL
2026-05-01 00:28:30,0,218.0,2.72,592.97,0.0016,27.1,1,24,NORMAL
2026-05-01 00:28:40,0,224.6,1.93,432.36,0.0012,24.3,2,26,NORMAL
2026-05-01 00:28:50,0,223.7,3.11,696.73,0.0019,27.8,2,24,NORMAL
2026-05-01 00:29:00,0,215.2,1.55,334.2,0.0009,25.2,3,26,NORMAL
2026-05-01 00:29:10,0,222.5,2.17,482.38,0.0013,26.4,1,26,NORMAL
2026-05-01 00:29:20,0,219.2,0.05,11.32,0.0,26.3,0,OFF,NORMAL
2026-05-01 00:29:30,0,223.6,4.36,975.2,0.001,25.2,0,26,ANOMALI
2026-05-01 00:29:40,0,220.2,3.21,706.54,0.002,31.9,3,22,NORMAL
2026-05-01 00:29:50,0,221.1,0.04,9.89,0.0,26.5,0,OFF,NORMAL
2026-05-01 00:30:00,0,218.6,3.56,779.07,0.0022,31.3,3,22,NORMAL
2026-05-01 00:30:10,0,215.6,3.03,653.18,0.0018,27.1,3,24,NORMAL
2026-05-01 00:30:20,0,217.2,0.07,14.19,0.0,26.4,0,OFF,NORMAL
2026-05-01 00:30:30,0,218.7,2.62,573.88,0.0016,28.7,2,24,NORMAL
2026-05-01 00:30:40,0,216.0,0.04,8.33,0.0,26.3,0,OFF,NORMAL
2026-05-01 00:30:50,0,215.5,1.84,395.9,0.0011,25.0,1,26,NORMAL
2026-05-01 00:31:00,0,216.7,2.94,636.35,0.0018,27.9,2,24,NORMAL
2026-05-01 00:31:10,0,223.6,0.03,5.78,0.0,31.8,0,OFF,NORMAL
2026-05-01 00:31:20,0,217.3,2.4,520.71,0.0014,28.9,3,24,NORMAL
2026-05-01 00:31:30,0,217.9,3.44,750.53,0.0021,31.6,3,22,NORMAL
2026-05-01 00:31:40,0,216.8,2.36,512.69,0.0014,28.4,2,24,NORMAL
2026-05-01 00:31:50,0,217.5,0.08,18.15,0.0001,28.8,0,OFF,NORMAL
2026-05-01 00:32:00,0,223.2,0.06,13.3,0.0,30.3,0,OFF,NORMAL
2026-05-01 00:32:10,0,219.2,2.29,501.39,0.0014,28.9,3,24,NORMAL
2026-05-01 00:32:20,0,218.1,2.96,645.31,0.0018,29.9,3,24,NORMAL
2026-05-01 00:32:30,0,224.5,2.77,620.92,0.0017,29.1,3,24,NORMAL
2026-05-01 00:32:40,0,221.0,3.7,817.0,0.0023,32.0,2,22,NORMAL
2026-05-01 00:32:50,0,223.7,0.08,17.24,0.0,31.5,0,OFF,NORMAL
2026-05-01 00:33:00,0,218.4,7.91,1728.27,0.0011,26.0,3,26,ANOMALI
2026-05-01 00:33:10,0,215.3,1.6,345.41,0.001,26.0,2,26,NORMAL
2026-05-01 00:33:20,0,223.7,2.65,592.29,0.0016,29.6,2,24,NORMAL
2026-05-01 00:33:30,0,221.0,2.17,478.89,0.0013,26.0,3,26,NORMAL
2026-05-01 00:33:40,0,218.0,0.06,13.12,0.0,26.5,0,OFF,NORMAL
2026-05-01 00:33:50,0,219.7,2.18,478.48,0.0013,26.8,3,26,NORMAL
2026-05-01 00:34:00,0,222.7,0.07,16.26,0.0,24.4,0,OFF,NORMAL
2026-05-01 00:34:10,0,218.7,5.19,1134.49,0.0017,29.7,0,24,ANOMALI
2026-05-01 00:34:20,0,219.3,3.21,704.06,0.002,31.7,3,22,NORMAL
2026-05-01 00:34:30,0,215.1,2.3,495.79,0.0014,24.1,2,26,NORMAL
2026-05-01 00:34:40,0,219.5,2.23,488.74,0.0014,25.2,3,26,NORMAL
2026-05-01 00:34:50,0,215.3,0.02,5.26,0.0,26.5,0,OFF,NORMAL
2026-05-01 00:35:00,0,224.8,2.9,652.63,0.0018,29.5,3,24,NORMAL
2026-05-01 00:35:10,0,223.5,2.12,472.8,0.0013,24.3,1,26,NORMAL
2026-05-01 00:35:20,0,215.2,0.07,15.04,0.0,24.7,0,OFF,NORMAL
2026-05-01 00:35:30,0,215.5,0.08,17.61,0.0,30.5,0,OFF,NORMAL
2026-05-01 00:35:40,0,221.4,2.48,548.55,0.0015,29.6,3,24,NORMAL
2026-05-01 00:35:50,0,224.7,6.1,1369.91,0.0,25.6,0,OFF,ANOMALI
2026-05-01 00:36:00,0,216.1,4.27,923.13,0.0026,30.9,2,22,NORMAL
2026-05-01 00:36:10,0,220.7,1.37,302.12,0.0008,25.4,2,26,NORMAL
2026-05-01 00:36:20,0,215.3,5.14,1107.19,0.0,24.4,0,OFF,ANOMALI
2026-05-01 00:36:30,0,223.7,4.13,923.3,0.0014,29.2,0,24,ANOMALI
2026-05-01 00:36:40,0,217.1,2.09,453.22,0.0013,24.1,2,26,NORMAL
2026-05-01 00:36:50,0,218.2,3.13,683.67,0.0019,29.0,3,24,NORMAL
2026-05-01 00:37:00,0,215.2,2.12,456.52,0.0013,26.1,2,26,NORMAL
2026-05-01 00:37:10,0,223.7,3.08,688.72,0.0019,28.2,1,24,NORMAL
2026-05-01 00:37:20,0,222.3,3.07,681.75,0.0019,28.3,3,24,NORMAL
2026-05-01 00:37:30,0,215.1,0.03,7.24,0.0,26.2,0,OFF,NORMAL
2026-05-01 00:37:40,0,216.0,3.53,763.31,0.0021,31.4,3,22,NORMAL
2026-05-01 00:37:50,0,216.8,1.61,349.64,0.001,25.7,2,26,NORMAL
2026-05-01 00:38:00,0,224.3,0.08,17.5,0.0,30.0,0,OFF,NORMAL
2026-05-01 00:38:10,0,216.3,8.17,1768.19,0.0018,27.2,3,24,ANOMALI
2026-05-01 00:38:20,0,216.6,2.33,503.83,0.0014,28.1,1,24,NORMAL
2026-05-01 00:38:30,0,223.4,3.06,684.65,0.0019,28.7,1,24,NORMAL
2026-05-01 00:38:40,0,220.6,6.57,1448.99,0.0025,30.1,2,22,ANOMALI
2026-05-01 00:38:50,0,216.0,0.04,8.26,0.0,30.2,0,OFF,NORMAL
2026-05-01 00:39:00,0,217.7,1.8,391.95,0.0011,25.3,3,26,NORMAL
2026-05-01 00:39:10,0,217.2,2.38,517.43,0.0014,29.6,2,24,NORMAL
2026-05-01 00:39:20,0,215.4,2.56,551.07,0.0015,29.4,2,24,NORMAL
2026-05-01 00:39:30,0,216.8,2.14,463.64,0.0013,24.6,2,26,NORMAL
2026-05-01 00:39:40,0,222.6,1.43,317.45,0.0009,25.6,3,26,NORMAL
2026-05-01 00:39:50,0,217.8,2.34,509.71,0.0014,28.8,3,24,NORMAL
2026-05-01 00:40:00,0,223.5,2.61,582.72,0.0016,28.8,2,24,NORMAL
2026-05-01 00:40:10,0,218.8,1.51,331.32,0.0009,26.0,3,26,NORMAL
2026-05-01 00:40:20,0,217.2,3.35,727.27,0.002,31.4,3,22,NORMAL
2026-05-01 00:40:30,0,224.2,0.07,15.7,0.0,26.3,0,OFF,NORMAL
2026-05-01 00:40:40,0,221.7,2.73,606.16,0.0017,27.6,2,24,NORMAL
2026-05-01 00:40:50,0,220.1,3.36,739.28,0.0021,30.7,2,22,NORMAL
2026-05-01 00:41:00,0,222.2,0.06,13.46,0.0,26.7,0,OFF,NORMAL
2026-05-01 00:41:10,0,225.0,1.98,444.93,0.0012,25.6,1,26,NORMAL
2026-05-01 00:41:20,0,218.3,0.04,9.38,0.0,25.4,0,OFF,NORMAL
2026-05-01 00:41:30,0,224.3,3.71,831.44,0.0023,31.2,2,22,NORMAL
2026-05-01 00:41:40,0,223.2,1.86,414.74,0.0012,26.3,3,26,NORMAL
2026-05-01 00:41:50,0,219.4,2.09,458.28,0.0013,26.5,2,26,NORMAL
2026-05-01 00:42:00,0,217.7,1.39,303.13,0.0008,26.2,1,26,NORMAL
2026-05-01 00:42:10,0,219.7,1.89,416.02,0.0012,24.9,2,26,NORMAL
2026-05-01 00:42:20,0,217.4,1.7,368.86,0.001,26.0,2,26,NORMAL
2026-05-01 00:42:30,0,222.3,3.82,850.17,0.0024,31.4,3,22,NORMAL
2026-05-01 00:42:40,0,220.0,1.38,303.19,0.0008,25.5,3,26,NORMAL
2026-05-01 00:42:50,0,217.4,1.73,375.78,0.001,24.8,2,26,NORMAL
2026-05-01 00:43:00,0,218.4,2.25,491.07,0.0014,26.1,3,26,NORMAL
2026-05-01 00:43:10,0,217.7,6.13,1335.38,0.0011,24.8,0,26,ANOMALI
2026-05-01 00:43:20,0,219.5,3.83,839.65,0.0023,30.2,1,22,NORMAL
2026-05-01 00:43:30,0,216.8,2.08,450.44,0.0013,26.5,3,26,NORMAL
2026-05-01 00:43:40,0,215.3,2.33,501.77,0.0014,28.4,2,24,NORMAL
2026-05-01 00:43:50,0,222.2,0.04,9.68,0.0,25.6,0,OFF,NORMAL
2026-05-01 00:44:00,0,221.1,2.53,558.75,0.0016,27.9,1,24,NORMAL
2026-05-01 00:44:10,0,216.9,2.71,587.73,0.0016,28.8,2,24,NORMAL
2026-05-01 00:44:20,0,216.1,2.72,588.05,0.0016,27.7,2,24,NORMAL
2026-05-01 00:44:30,0,216.3,1.53,329.92,0.0009,25.8,2,26,NORMAL
2026-05-01 00:44:40,0,220.3,4.29,945.57,0.0026,31.7,1,22,NORMAL
2026-05-01 00:44:50,0,218.7,0.07,15.21,0.0,24.5,0,OFF,NORMAL
2026-05-01 00:45:00,0,218.5,2.12,464.02,0.0013,26.6,3,26,NORMAL
2026-05-01 00:45:10,0,221.1,0.05,12.06,0.0,24.8,0,OFF,NORMAL
2026-05-01 00:45:20,0,224.6,0.06,12.4,0.0,24.5,0,OFF,NORMAL
2026-05-01 00:45:30,0,221.9,2.54,563.11,0.0016,27.9,2,24,NORMAL
2026-05-01 00:45:40,0,220.7,2.4,529.52,0.0015,27.7,2,24,NORMAL
2026-05-01 00:45:50,0,218.8,0.05,11.33,0.0,29.1,0,OFF,NORMAL
2026-05-01 00:46:00,0,215.2,2.05,441.38,0.0012,25.3,2,26,NORMAL
2026-05-01 00:46:10,0,218.4,3.01,656.77,0.0018,28.8,1,24,NORMAL
2026-05-01 00:46:20,0,220.4,5.63,1241.91,0.002,30.3,1,22,ANOMALI
2026-05-01 00:46:30,0,216.4,3.06,661.34,0.0018,28.2,1,24,NORMAL
2026-05-01 00:46:40,0,216.9,1.76,382.82,0.0011,26.5,2,26,NORMAL
2026-05-01 00:46:50,0,218.2,1.79,391.17,0.0011,25.7,3,26,NORMAL
2026-05-01 00:47:00,0,215.7,0.08,16.83,0.0,30.1,0,OFF,NORMAL
2026-05-01 00:47:10,0,223.5,1.49,334.07,0.0009,25.6,3,26,NORMAL
2026-05-01 00:47:20,0,224.9,0.08,18.94,0.0001,30.8,0,OFF,NORMAL
2026-05-01 00:47:30,0,215.5,1.62,349.24,0.001,26.6,3,26,NORMAL
2026-05-01 00:47:40,0,218.7,4.1,896.17,0.0025,31.0,2,22,NORMAL
2026-05-01 00:47:50,0,220.1,2.26,496.84,0.0014,26.9,1,26,NORMAL
2026-05-01 00:48:00,0,215.8,4.14,893.0,0.0025,31.9,1,22,NORMAL
2026-05-01 00:48:10,0,223.4,3.29,735.21,0.002,30.0,2,22,NORMAL
2026-05-01 00:48:20,0,223.3,2.04,456.12,0.0013,26.1,3,26,NORMAL
2026-05-01 00:48:30,0,217.8,1.92,418.48,0.0012,25.2,1,26,NORMAL
2026-05-01 00:48:40,0,216.7,1.62,351.25,0.001,25.4,3,26,NORMAL
2026-05-01 00:48:50,0,221.0,4.13,912.63,0.0025,30.9,3,22,NORMAL
2026-05-01 00:49:00,0,223.5,1.91,426.8,0.0012,25.4,2,26,NORMAL
2026-05-01 00:49:10,0,224.4,2.36,530.68,0.0015,28.4,2,24,NORMAL
2026-05-01 00:49:20,0,221.2,1.79,395.02,0.0011,24.9,2,26,NORMAL
2026-05-01 00:49:30,0,215.4,1.84,396.31,0.0011,24.5,3,26,NORMAL
2026-05-01 00:49:40,0,221.0,0.07,16.23,0.0,25.7,0,OFF,NORMAL
2026-05-01 00:49:50,0,220.1,3.56,783.04,0.0022,31.6,2,22,NORMAL
